,5,1.0,2,3,4,6,7.0,8.0,9,,,,
435.0,2018-09-15,434.0,太平天国时期江南地区的社会恐慌——兼谈太平军恐怖形象之成因,刘晨,安徽史学,期刊,8.0,1242.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=434&recid=&FileName=AFSX201805017&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
436.0,2018-09-15,435.0,绅士的分裂:咸同之际山东乡绅刘德培的抗官之路,崔岷,安徽史学,期刊,2.0,294.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=435&recid=&FileName=AFSX201805018&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
437.0,2018-09-15,436.0,1956年至1964年山东省对苏劳务援助初探,郭本意,安徽史学,期刊,1.0,181.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=436&recid=&FileName=AFSX201805019&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
438.0,2018-09-15,437.0,曾谜解,陈隆文,安徽史学,期刊,,165.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=437&recid=&FileName=AFSX201805001&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
439.0,2018-09-15,438.0,凤阳皇觉寺遗址(古井),郭学东,安徽史学,期刊,,44.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=438&recid=&FileName=AFSX201805021&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
440.0,2018-09-15,439.0,尼克松政府对伊拉克库尔德人的政策初探,哈冠群,安徽史学,期刊,1.0,191.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=439&recid=&FileName=AFSX201805013&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
441.0,2018-09-15,440.0,20世纪70—80年代安徽省对非洲经济援助的特点和成效,杜英,安徽史学,期刊,1.0,196.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=440&recid=&FileName=AFSX201805020&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
442.0,2018-07-15,441.0,西塞罗与罗马共和末期的派系斗争,杨俊明; 丁艳平,安徽史学,期刊,8.0,469.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=441&recid=&FileName=AFSX201804012&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
443.0,2018-07-15,442.0,民族复兴视域下的近代法国初等学校军事教育,曾晓阳,安徽史学,期刊,1.0,226.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=442&recid=&FileName=AFSX201804013&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
444.0,2018-07-15,443.0,西方孙中山研究的历史考察及其学术流变探析,崔华杰,安徽史学,期刊,1.0,293.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=443&recid=&FileName=AFSX201804007&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
445.0,2018-07-15,444.0,“谱”“志”之间:宗族发展、士绅认同与地方史的构建——以徽州胡瞳、胡学父子为例,张晓; 董乾坤,安徽史学,期刊,5.0,412.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=444&recid=&FileName=AFSX201804014&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
446.0,2018-07-15,445.0,春秋巢国政治地理形势新证,宋怡; 陈恩虎,安徽史学,期刊,1.0,173.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=445&recid=&FileName=AFSX201804019&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
447.0,2018-07-15,446.0,汉代“西南夷”地区的铁器贸易,崔旸菁菁; 慕容浩,安徽史学,期刊,2.0,361.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=446&recid=&FileName=AFSX201804020&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
448.0,2018-07-15,447.0,何之元仕宦考略,金仁义,安徽史学,期刊,,113.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=447&recid=&FileName=AFSX201804015&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
449.0,2018-07-15,448.0,清代南海帆船海道考,王宏斌,安徽史学,期刊,4.0,251.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=448&recid=&FileName=AFSX201804001&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
450.0,2018-07-15,449.0,明初考功监探微,黄阿明,安徽史学,期刊,1.0,145.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=449&recid=&FileName=AFSX201804003&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
451.0,2018-07-15,450.0,论明代镇守内官的设置、地位与作用,李建武,安徽史学,期刊,4.0,309.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=450&recid=&FileName=AFSX201804004&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
452.0,2018-07-15,451.0,明代的“白牌”,阿风,安徽史学,期刊,8.0,282.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=451&recid=&FileName=AFSX201804002&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
453.0,2018-07-15,452.0,纪念王茂荫诞辰220周年暨首届歙县茂荫论坛,,安徽史学,期刊,,47.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=452&recid=&FileName=AFSX201804021&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
454.0,2018-07-15,453.0,光宣之交清廷内部派大使政争史实考辨,李永胜,安徽史学,期刊,1.0,202.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=453&recid=&FileName=AFSX201804006&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
455.0,2018-07-15,454.0,危机与应对:论皖南地区的经济抗战,张绪,安徽史学,期刊,3.0,247.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=454&recid=&FileName=AFSX201804016&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
456.0,2018-07-15,455.0,论武汉会战始于安徽省和县保卫战,房列曙; 房列明,安徽史学,期刊,2.0,148.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=455&recid=&FileName=AFSX201804017&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
457.0,2018-07-15,456.0,断裂与传承:沦陷时期北平的文化生态,王建伟,安徽史学,期刊,2.0,401.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=456&recid=&FileName=AFSX201804009&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
458.0,2018-07-15,457.0,抗日战争时期国民党军队逃兵人数考,罗玉明; 李科,安徽史学,期刊,,327.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=457&recid=&FileName=AFSX201804011&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
459.0,2018-07-15,458.0,1953—1960年安徽农业“三改”研究,赵胜,安徽史学,期刊,1.0,118.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=458&recid=&FileName=AFSX201804018&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
460.0,2018-07-15,459.0,严复与鸦片,黄令坦,安徽史学,期刊,,254.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=459&recid=&FileName=AFSX201804005&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
461.0,2018-07-15,460.0,关于博古不让毛泽东随队长征问题的一点探讨,罗平汉,安徽史学,期刊,3.0,332.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=460&recid=&FileName=AFSX201804010&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
462.0,2018-07-15,461.0,中国近代报刊公共空间建构的可能性及其困境——以1932年《申报·自由谈》为例,李娟,安徽史学,期刊,2.0,399.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=461&recid=&FileName=AFSX201804008&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
463.0,2018-05-15,462.0,明代官刻农书与农学知识的传播,葛小寒,安徽史学,期刊,5.0,335.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=462&recid=&FileName=AFSX201803005&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
464.0,2018-05-15,463.0,近世日本对中国中医药的受容,仲光亮; 李成杰,安徽史学,期刊,2.0,205.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=463&recid=&FileName=AFSX201803015&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
465.0,2018-05-15,464.0,《班卿诗草》中的历史书写和现实批判,张小平,安徽史学,期刊,1.0,62.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=464&recid=&FileName=AFSX201803007&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
466.0,2018-05-15,465.0,洞天福地,郭学东,安徽史学,期刊,,97.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=465&recid=&FileName=AFSX201803024&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
467.0,2018-05-15,466.0,凤台淮河硖山口石刻,郭学东,安徽史学,期刊,,32.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=466&recid=&FileName=AFSX201803023&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
468.0,2018-05-15,467.0,地图学史视角下的古地图错讹问题,丁雁南,安徽史学,期刊,6.0,262.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=467&recid=&FileName=AFSX201803003&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
469.0,2018-05-15,468.0,黄叔璥《海洋图》与清代大兴黄氏家族婚宦研究,孙靖国,安徽史学,期刊,3.0,173.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=468&recid=&FileName=AFSX201803004&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
470.0,2018-05-15,469.0,胡适学术方法论对宋学、清学方法的继承发展,徐国利; 潘云成,安徽史学,期刊,1.0,246.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=469&recid=&FileName=AFSX201803021&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
471.0,2018-05-15,470.0,台湾当局对奄美群岛移交的因应,褚静涛,安徽史学,期刊,2.0,127.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=470&recid=&FileName=AFSX201803014&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
472.0,2018-05-15,471.0,19世纪德意志地区农业改革与经济结构转型——以普鲁士为研究视角,徐继承,安徽史学,期刊,1.0,325.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=471&recid=&FileName=AFSX201803017&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
473.0,2018-05-15,472.0,联共(布)中央委员会国际情报部述论(1943年6月—1945年12月),张泽宇,安徽史学,期刊,,133.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=472&recid=&FileName=AFSX201803018&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
474.0,2018-05-15,473.0,论古丝绸之路历史对现实的启示,张象,安徽史学,期刊,11.0,783.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=473&recid=&FileName=AFSX201803001&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
475.0,2018-05-15,474.0,和着战争的节拍——从商业广告看日本的战争体制与战争狂热,史桂芳,安徽史学,期刊,,217.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=474&recid=&FileName=AFSX201803016&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
476.0,2018-05-15,475.0,宋代户帖的个案研究,冯剑辉,安徽史学,期刊,6.0,218.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=475&recid=&FileName=AFSX201803019&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
477.0,2018-05-15,476.0,印刷术与宋代知识发展方式的转型——以中国古代全国总图的发展为例,成一农,安徽史学,期刊,5.0,483.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=476&recid=&FileName=AFSX201803002&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
478.0,2018-05-15,477.0,晚清乡村秀才的多重角色与多样收入——清光绪年间徽州乡村秀才胡廷卿收支账簿研究,马勇虎; 李琳琦,安徽史学,期刊,8.0,365.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=477&recid=&FileName=AFSX201803020&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
479.0,2018-05-15,478.0,近代中国银行业内部稽核机制述论,王强,安徽史学,期刊,2.0,178.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=478&recid=&FileName=AFSX201803009&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
480.0,2018-05-15,479.0,合乎新规还是依循旧约:苏州日租界开设茧行之争(1924—1925年),纪浩鹏,安徽史学,期刊,2.0,163.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=479&recid=&FileName=AFSX201803010&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
481.0,2018-05-15,480.0,西安事变后刘尚清的主皖,王春林,安徽史学,期刊,1.0,82.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=480&recid=&FileName=AFSX201803022&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
482.0,2018-05-15,481.0,近代天津华商纱厂经营衰败原因再探——以裕元公司为中心,郭从杰,安徽史学,期刊,1.0,208.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=481&recid=&FileName=AFSX201803011&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
483.0,2018-05-15,482.0,张啸林建议蒋介石开征遗产税考析,雷家琼,安徽史学,期刊,1.0,198.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=482&recid=&FileName=AFSX201803012&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
484.0,2018-05-15,483.0,邓小平和陈云对“大跃进”的认识,张金才,安徽史学,期刊,1.0,462.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=483&recid=&FileName=AFSX201803013&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
485.0,2018-05-15,484.0,清末船山思想的传播及其特点,张晶萍,安徽史学,期刊,6.0,233.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=484&recid=&FileName=AFSX201803008&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
486.0,2018-05-15,485.0,明代佛教“分寺清宗”政策变迁与瑜伽教僧地位嬗变探究,李明阳,安徽史学,期刊,5.0,311.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=485&recid=&FileName=AFSX201803006&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
487.0,2018-03-15,486.0,社会主义革命语境下的精神生产:政治宣传画,康丹丹; 王明生,安徽史学,期刊,9.0,645.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=486&recid=&FileName=AFSX201802019&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
488.0,2018-03-15,487.0,含美学堂,郭学东,安徽史学,期刊,,24.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=487&recid=&FileName=AFSX201802020&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
489.0,2018-03-15,488.0,碑刻所见明清民国陕西宗族制度与风习,常建华,安徽史学,期刊,4.0,497.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=488&recid=&FileName=AFSX201802015&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
490.0,2018-03-15,489.0,《史通·辨职》,刘知己,安徽史学,期刊,,88.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=489&recid=&FileName=AFSX201802001&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
491.0,2018-03-15,490.0,现代日本历史编纂学的几种伴生观念,赵轶峰,安徽史学,期刊,1.0,240.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=490&recid=&FileName=AFSX201802002&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
492.0,2018-03-15,491.0,朝鲜世宗朝之历史教育——以《资治通鉴》与《资治通鉴纲目》为中心,孙卫国,安徽史学,期刊,4.0,365.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=491&recid=&FileName=AFSX201802003&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
493.0,2018-03-15,492.0,雍正帝与其潜邸形象之塑造,杨春君,安徽史学,期刊,2.0,256.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=492&recid=&FileName=AFSX201802004&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
494.0,2018-03-15,493.0,雍正化民成俗思想及其政治实践,张利锁,安徽史学,期刊,1.0,238.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=493&recid=&FileName=AFSX201802005&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
495.0,2018-03-15,494.0,从同姓到同宗:宋明吉安地区的宗族实践,黄志繁,安徽史学,期刊,4.0,371.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=494&recid=&FileName=AFSX201802016&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
496.0,2018-03-15,495.0,近代“选举”概念的演化及其文化喻义,刘斌,安徽史学,期刊,1.0,188.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=495&recid=&FileName=AFSX201802008&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
497.0,2018-03-15,496.0,从社会运动到学科建设的转向——试论“私立乡村建设学院”与民国乡建运动,王先明,安徽史学,期刊,3.0,599.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=496&recid=&FileName=AFSX201802009&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
498.0,2018-03-15,497.0,未雨绸缪:张之洞备荒举措及其成效探研,把增强,安徽史学,期刊,,178.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=497&recid=&FileName=AFSX201802006&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
499.0,2018-03-15,498.0,“科举改章”与考官、媒体及士子的书籍应对——基于阶层分析的晚清书籍社会史考察,贾琳,安徽史学,期刊,3.0,378.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=498&recid=&FileName=AFSX201802007&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
500.0,2018-03-15,499.0,民初“南粮北运”中的政府参与及其局限——以漕运局的设废为分析中心,彭南生; 李庆宇,安徽史学,期刊,1.0,224.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=499&recid=&FileName=AFSX201802010&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
501.0,2018-03-15,500.0,安福国会审议民国八年度国家总预算案探析,严泉,安徽史学,期刊,3.0,145.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=500&recid=&FileName=AFSX201802011&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
502.0,2018-03-15,501.0,“日本天津军的谋略”:1935年胡白事件之探析,张皓,安徽史学,期刊,1.0,225.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=501&recid=&FileName=AFSX201802012&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
503.0,2018-03-15,502.0,战地服务与社会动员——上海劳动妇女战地服务团考察,游海华,安徽史学,期刊,10.0,341.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=502&recid=&FileName=AFSX201802013&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
504.0,2018-03-15,503.0,中共对战后国民政府善后救济工作的因应——以晋绥察分署救济活动为中心的考察,岳谦厚; 杨曦,安徽史学,期刊,1.0,236.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=503&recid=&FileName=AFSX201802014&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
505.0,2018-03-15,504.0,政商之间——近代上海沙船商王永盛家族衍变史,刘锦,安徽史学,期刊,4.0,191.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=504&recid=&FileName=AFSX201802017&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
506.0,2018-03-15,505.0,大时代中的小人物——村庄档案所见新中国前后一个小知识分子的改造历程,张俊峰; 张瑜,安徽史学,期刊,4.0,370.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=505&recid=&FileName=AFSX201802018&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
507.0,2018-01-15,506.0,郭学东作品,郭学东,安徽史学,期刊,,25.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=506&recid=&FileName=AFSX201801019&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
508.0,2018-01-15,507.0,高丽政权的自称抉择、记忆筛选与中国认同,张春海,安徽史学,期刊,5.0,404.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=507&recid=&FileName=AFSX201801009&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
509.0,2018-01-15,508.0,明代的名士及其风度,陈宝良,安徽史学,期刊,7.0,562.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=508&recid=&FileName=AFSX201801001&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
510.0,2018-01-15,509.0,清代前期的中铎与禁教中天主教的延续,冯尔康,安徽史学,期刊,1.0,257.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=509&recid=&FileName=AFSX201801002&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
511.0,2018-01-15,510.0,袁树勋与宣统年间粤商“承盐加饷”方案,吕霞; 冀满红,安徽史学,期刊,1.0,159.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=510&recid=&FileName=AFSX201801005&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
512.0,2018-01-15,511.0,辛亥革命后京津地区列强撤兵问题考察,杜恩义,安徽史学,期刊,,186.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=511&recid=&FileName=AFSX201801006&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
513.0,2018-01-15,512.0,战争法公约与民初北京政府的参战之路,尹新华,安徽史学,期刊,2.0,250.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=512&recid=&FileName=AFSX201801007&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
514.0,2018-01-15,513.0,刘秉璋学术活动述论——兼论湘、淮军精神气质之异,吴怀东; 尚丽姝,安徽史学,期刊,,199.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=513&recid=&FileName=AFSX201801014&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
515.0,2018-01-15,514.0,李鸿章集外文再补,李永泉,安徽史学,期刊,1.0,126.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=514&recid=&FileName=AFSX201801015&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
516.0,2018-01-15,515.0,晚清地方书局兴起缘由探析,兰秋阳,安徽史学,期刊,3.0,300.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=515&recid=&FileName=AFSX201801004&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
517.0,2018-01-15,516.0,日本侵华战争时期女明星的形象建构——以李香兰为例,侯杰; 刘依尘,安徽史学,期刊,1.0,541.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=516&recid=&FileName=AFSX201801010&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
518.0,2018-01-15,517.0,记忆与诠释:陈独秀“十月革命”认知之心路历程,郭辉,安徽史学,期刊,8.0,584.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=517&recid=&FileName=AFSX201801018&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
519.0,2018-01-15,518.0,胡适与梁启超学术关系之考察,李勇,安徽史学,期刊,1.0,426.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=518&recid=&FileName=AFSX201801016&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
520.0,2018-01-15,519.0,潘光旦与胡适自由思想比较散论,杨宏雨; 武良刚,安徽史学,期刊,1.0,296.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=519&recid=&FileName=AFSX201801017&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
521.0,2018-01-15,520.0,历史时期僧人谦称变化的文化诠释,张婷,安徽史学,期刊,2.0,146.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=520&recid=&FileName=AFSX201801003&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
522.0,2018-01-15,521.0,美国海外“和平”形象宣传运动探略(1953—1955),胡腾蛟,安徽史学,期刊,2.0,290.0,https://kns.cnki.net/kns8/Detail?sfield=fn&QueryID=1&CurRec=521&recid=&FileName=AFSX201801013&DbName=CJFDLAST2018&DbCode=CJFD&yx=&pr=&URLID=,,,,
